,date,exon_price,oil_price
1141,5/10/2018,85.34,85.12
1142,8/10/2018,86.13,84.22
1143,9/10/2018,86.51,85.16
1144,10/10/2018,84.52,83.82
1145,11/10/2018,81.60,81.35
1146,12/10/2018,81.38,80.71
1147,15/10/2018,80.82,80.91
1148,16/10/2018,81.20,80.53
1149,17/10/2018,81.50,79.91
1150,18/10/2018,81.85,80.30
1151,19/10/2018,81.97,80.38
1152,22/10/2018,81.15,80.45
1153,23/10/2018,79.84,78.67
1154,24/10/2018,77.62,77.34
1155,25/10/2018,78.31,77.30
1156,26/10/2018,77.53,77.40
1157,29/10/2018,77.05,77.56
1158,30/10/2018,78.78,75.68
1159,31/10/2018,79.68,74.84
1160,1/11/2018,80.67,71.25
1161,2/11/2018,81.95,71.11
1162,5/11/2018,81.64,72.68
1163,6/11/2018,81.99,70.64
1164,7/11/2018,83.03,70.10
1165,8/11/2018,81.71,69.29
1166,9/11/2018,80.87,69.01
1167,12/11/2018,79.83,69.81
1168,13/11/2018,78.00,65.45
1169,14/11/2018,77.39,64.88
1170,15/11/2018,78.19,65.61
1171,16/11/2018,78.96,65.29
1172,19/11/2018,79.22,64.14
1173,20/11/2018,76.97,61.50
1174,21/11/2018,77.56,61.65
1175,23/11/2018,75.49,57.69
1176,26/11/2018,76.98,59.70
1177,27/11/2018,77.05,59.58
1178,28/11/2018,78.45,57.97
1179,29/11/2018,79.06,58.29
1180,30/11/2018,79.50,57.71
1181,3/12/2018,81.22,60.17
1182,4/12/2018,79.43,61.22
1183,6/12/2018,78.39,57.83
1184,7/12/2018,77.64,61.71
1185,10/12/2018,76.54,60.29
1186,11/12/2018,76.68,59.73
1187,12/12/2018,76.02,59.94
1188,13/12/2018,76.98,59.03
1189,14/12/2018,75.58,58.56
1190,17/12/2018,74.04,57.59
1191,18/12/2018,72.00,55.26
1192,19/12/2018,70.78,55.60
1193,20/12/2018,68.63,52.84
1194,21/12/2018,68.12,51.93
1195,24/12/2018,65.51,#N/A
1196,26/12/2018,68.64,#N/A
1197,27/12/2018,68.94,51.49
1198,28/12/2018,68.17,50.57
1199,31/12/2018,68.19,#N/A
1200,2/01/2019,69.69,54.06
1201,3/01/2019,68.62,53.23
1202,4/01/2019,71.15,55.64
1203,7/01/2019,71.52,57.10
1204,8/01/2019,72.04,56.91
1205,9/01/2019,72.42,59.46
1206,10/01/2019,72.05,60.47
1207,11/01/2019,71.72,59.24
1208,14/01/2019,71.63,58.80
1209,15/01/2019,71.67,58.65
1210,16/01/2019,71.64,59.81
1211,17/01/2019,72.13,59.85
1212,18/01/2019,72.99,62.04
1213,22/01/2019,71.89,60.90
1214,23/01/2019,71.30,61.05
1215,24/01/2019,71.40,61.09
1216,25/01/2019,71.72,61.49
1217,28/01/2019,71.24,59.71
1218,29/01/2019,71.51,60.98
1219,30/01/2019,72.29,61.89
1220,31/01/2019,73.28,62.46
1221,1/02/2019,75.92,61.86
1222,4/02/2019,74.82,62.26
1223,5/02/2019,75.59,61.67
1224,6/02/2019,75.26,62.22
1225,7/02/2019,74.68,61.01
1226,8/02/2019,73.98,61.37
1227,11/02/2019,74.10,61.30
1228,12/02/2019,75.40,62.58
1229,13/02/2019,76.25,63.27
1230,14/02/2019,76.27,64.00
1231,15/02/2019,77.71,65.65
1232,19/02/2019,78.23,65.86
1233,20/02/2019,78.53,66.82
1234,21/02/2019,77.82,66.91
1235,22/02/2019,78.42,66.91
1236,25/02/2019,78.50,64.02
1237,26/02/2019,78.66,64.51
1238,27/02/2019,79.47,65.55
1239,28/02/2019,79.03,65.03
1240,1/03/2019,80.00,63.71
1241,4/03/2019,80.31,64.44
1242,5/03/2019,80.19,64.24
1243,6/03/2019,79.28,64.51
1244,7/03/2019,80.16,64.82
1245,8/03/2019,79.01,65.66
1246,11/03/2019,79.78,65.06
1247,12/03/2019,80.00,65.33
1248,13/03/2019,80.71,65.89
1249,14/03/2019,80.44,66.18
1250,15/03/2019,80.15,66.11
1251,18/03/2019,81.08,66.65
1252,19/03/2019,80.87,67.13
1253,20/03/2019,81.32,68.35
1254,21/03/2019,81.79,68.30
1255,22/03/2019,80.48,66.29
1256,25/03/2019,79.92,67.37
